Case Number,Business Name,Agent Attorney Name,Worksite State,Randomization Group,Link
H-400-24002-607361,VILLAGE BY THE SEA OWNERS ASSOCIATION INC ,JOHN GISMONDI,MAINE,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-607361
H-400-24002-609529,Village Gardeners Inc,Fernando Saenz,MARYLAND,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-609529
H-400-24002-605089,Village Hardware,LISSETTE HILDESHEIM,NEW YORK,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-605089
H-400-24004-617094,"Village Realty Holdings, LLC",Evelyn Wright,NORTH CAROLINA,F,https://seasonaljobs.dol.gov/jobs/H-400-24004-617094
H-400-24002-604022,Villalba Trucking LLC ,Delia Pacheco,TEXAS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604022
H-400-24002-607641,Villalobos Concrete Inc,Linda Seals,COLORADO,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-607641
H-400-24002-605578,Villalobos Lawncare and Landscaping Inc.,Meagan Kirchner,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605578
H-400-24003-613730,"Villanova Construction Co., Inc. ",Michele Contreras,MICHIGAN,G,https://seasonaljobs.dol.gov/jobs/H-400-24003-613730
H-400-24005-618824,"Vineyard Caribbean Cuisine, Inc.",Marilyn Vukota,MASSACHUSETTS,F,https://seasonaljobs.dol.gov/jobs/H-400-24005-618824
H-400-24002-606733,"Vinnic, LLC",Steven McKay,NEW YORK,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606733
H-400-24004-616974,"Vinson Landscaping, Inc.",Evelyn Wright,NORTH CAROLINA,E,https://seasonaljobs.dol.gov/jobs/H-400-24004-616974
H-400-24002-607007,Vintage Block LLC,Lesli Downs,IOWA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-607007
H-400-24002-606942,Vintage Farm Corporation,William Velie,MARYLAND,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606942
H-400-24002-604093,Virginia Lawns LLC,Jodi Ruis,VIRGINIA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604093
H-400-24002-604139,Virtuoso Landscaping LLC,Jodi Ruis,OHIO,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604139
H-400-24003-613713,"Vision Scapes, Inc.",Robert Kershaw,INDIANA,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-613713
H-400-24002-601990,"Visionary Construction, Inc.",Anita Cruz,MICHIGAN,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-601990
H-400-24002-606385,"Visionary Landscaping, Inc.",Steven McKay,MICHIGAN,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-606385
H-400-24002-602572,VISIT TUSCANY LLC,Angela Ward,NEW HAMPSHIRE,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602572
H-400-24002-602261,VISIT TUSCANY LLC,Angela Ward,NEW HAMPSHIRE,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-602261
H-400-24002-602286,VISIT TUSCANY LLC,Angela Ward,NEW HAMPSHIRE,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-602286
H-400-24002-606869,Vista Landscapes,Steven McKay,MICHIGAN,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-606869
H-400-24003-613573,"Visual Changes, Inc.",Robert Kershaw,LOUISIANA,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-613573
H-400-24002-606552,VITO LUONGO LANDSCAPING INC ,JOHN GISMONDI,NEW YORK,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-606552
H-400-24004-615759,"Vito's Lawn Care & Landscaping, Inc.",Cooper Hufman,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24004-615759
H-400-24003-613634,Viva Pools LLC,Michele Contreras,VIRGINIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24003-613634
H-400-24003-613627,"Viva Pools, LLC",Michele Contreras,VIRGINIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-613627
H-400-24002-604477,"Vivint, Inc. - Artesia",Leonard D'Arrigo,NEW MEXICO,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604477
H-400-24002-604418,"Vivint, Inc. - AUSTIN",Leonard D'Arrigo,TEXAS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604418
H-400-24002-604410,"Vivint, Inc. - BAKERSFIELD ",Leonard D'Arrigo,CALIFORNIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604410
H-400-24002-604459,"Vivint, Inc. - Baton Rouge",Leonard D'Arrigo,LOUISIANA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604459
H-400-24002-604456,"Vivint, Inc. - Bossier City",Leonard D'Arrigo,LOUISIANA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604456
H-400-24002-604465,"Vivint, Inc. - BOSTON",Leonard D'Arrigo,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604465
H-400-24002-604407,"Vivint, Inc. - BRYANT",Leonard D'Arrigo,ARKANSAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604407
H-400-24002-604486,"Vivint, Inc. - Buffalo",Leonard D'Arrigo,NEW YORK,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604486
H-400-24002-604471,"Vivint, Inc. - Charlotte",Leonard D'Arrigo,NORTH CAROLINA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604471
H-400-24002-604458,"Vivint, Inc. - Chicago",Leonard D'Arrigo,ILLINOIS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604458
H-400-24002-604415,"Vivint, Inc. - College Station ",Leonard D'Arrigo,TEXAS,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604415
H-400-24002-604484,"Vivint, Inc. - Columbus",Leonard D'Arrigo,OHIO,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604484
H-400-24002-604420,"Vivint, Inc. - Dallas Region",Leonard D'Arrigo,TEXAS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604420
H-400-24002-604404,"Vivint, Inc. - Decatur",Leonard D'Arrigo,ALABAMA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604404
H-400-24002-604419,"Vivint, Inc. - EL PASO",Leonard D'Arrigo,TEXAS,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604419
H-400-24002-604432,"Vivint, Inc. - EPHRAIM",Leonard D'Arrigo,UTAH,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604432
H-400-24002-604411,"Vivint, Inc. - Fresno",Leonard D'Arrigo,CALIFORNIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604411
H-400-24002-604412,"Vivint, Inc. - Fullerton/Long Beach",Leonard D'Arrigo,CALIFORNIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604412
H-400-24002-604423,"Vivint, Inc. - HOUSTON / MAGNOLIA ",Leonard D'Arrigo,TEXAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604423
H-400-24002-604473,"Vivint, Inc. - INDEPENDENCE - LIBERTY ",Leonard D'Arrigo,MISSOURI,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604473
H-400-24002-604454,"Vivint, Inc. - Indianapolis",Leonard D'Arrigo,INDIANA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604454
H-400-24002-604449,"Vivint, Inc. - Jacksonville ",Leonard D'Arrigo,FLORIDA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604449
H-400-24002-604451,"Vivint, Inc. - Kennesaw",Leonard D'Arrigo,GEORGIA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604451
H-400-24002-604499,"Vivint, Inc. - Knoxville",Leonard D'Arrigo,TENNESSEE,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604499
H-400-24002-604470,"Vivint, Inc. - Lansing",Leonard D'Arrigo,MICHIGAN,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604470
H-400-24002-604479,"Vivint, Inc. - LAS VEGAS",Leonard D'Arrigo,NEVADA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604479
H-400-24002-604439,"Vivint, Inc. - Lehi ",Leonard D'Arrigo,UTAH,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604439
H-400-24002-604496,"Vivint, Inc. - LINCOLN",Leonard D'Arrigo,RHODE ISLAND,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604496
H-400-24002-604438,"Vivint, Inc. - Logan ",Leonard D'Arrigo,UTAH,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604438
H-400-24002-604460,"Vivint, Inc. - Louisville",Leonard D'Arrigo,KENTUCKY,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604460
H-400-24002-604428,"Vivint, Inc. - LUBBOCK",Leonard D'Arrigo,TEXAS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604428
H-400-24002-604413,"Vivint, Inc. - Mesa",Leonard D'Arrigo,ARIZONA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604413
H-400-24002-604448,"Vivint, Inc. - Miami ",Leonard D'Arrigo,FLORIDA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604448
H-400-24002-604487,"Vivint, Inc. - Miamisburg",Leonard D'Arrigo,OHIO,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604487
H-400-24002-604469,"Vivint, Inc. - Minneapolis",Leonard D'Arrigo,MINNESOTA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604469
H-400-24002-604497,"Vivint, Inc. - Mt Juliet",Leonard D'Arrigo,TENNESSEE,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604497
H-400-24002-604481,"Vivint, Inc. - MT KISCO",Leonard D'Arrigo,NEW YORK,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604481
H-400-24002-604493,"Vivint, Inc. - Oklahoma City ",Leonard D'Arrigo,OKLAHOMA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604493
H-400-24002-604446,"Vivint, Inc. - Orlando ",Leonard D'Arrigo,FLORIDA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604446
H-400-24002-604504,"Vivint, Inc. - Philadelphia",Leonard D'Arrigo,PENNSYLVANIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604504
H-400-24002-604491,"Vivint, Inc. - Pittsburgh",Leonard D'Arrigo,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604491
H-400-24002-604475,"Vivint, Inc. - Princeton",Leonard D'Arrigo,NEW JERSEY,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604475
H-400-24002-604478,"Vivint, Inc. - RALEIGH",Leonard D'Arrigo,NORTH CAROLINA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604478
H-400-24002-604442,"Vivint, Inc. - Rock Springs",Leonard D'Arrigo,WYOMING,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604442
H-400-24002-604427,"Vivint, Inc. - San Antonio ",Leonard D'Arrigo,TEXAS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604427
H-400-24002-604435,"Vivint, Inc. - SOUTH OGDEN",Leonard D'Arrigo,UTAH,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604435
H-400-24002-604467,"Vivint, Inc. - Springfield",Leonard D'Arrigo,MISSOURI,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604467
H-400-24002-604434,"Vivint, Inc. - ST GEORGE",Leonard D'Arrigo,UTAH,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604434
H-400-24002-604480,"Vivint, Inc. - Syracuse",Leonard D'Arrigo,NEW YORK,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604480
H-400-24002-604450,"Vivint, Inc. - Tampa ",Leonard D'Arrigo,FLORIDA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604450
H-400-24002-604421,"Vivint, Inc. - Temple ",Leonard D'Arrigo,TEXAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604421
H-400-24002-604406,"Vivint, Inc. - Tucson",Leonard D'Arrigo,ARIZONA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604406
H-400-24002-604447,"Vivint, Inc. - Washington",Leonard D'Arrigo,DISTRICT OF COLUMBIA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604447
H-400-24002-604443,"Vivint, Inc. - Waynesboro",Leonard D'Arrigo,VIRGINIA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604443
H-400-24002-604466,"Vivint, Inc. - Williamsport",Leonard D'Arrigo,MARYLAND,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604466
H-400-24002-604492,"Vivint, Inc. - Wyomissing",Leonard D'Arrigo,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604492
H-400-24002-601359,"Vixcon, LLC",Kirsten Corea,OHIO,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-601359
H-400-24002-608811,"VIZION CONSTRUCTION AND LANDSCAPING, LLC",Ron Katiraei,UTAH,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-608811
H-400-24003-611902,"VIZION CONSTRUCTION AND LANDSCAPING, LLC",Ron Katiraei,UTAH,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-611902
H-400-24002-607217,Vizmeg Landscape Inc,Taelor Fletcher,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-607217
H-400-24002-604023,VJ Trucking LLC,Delia Pacheco,NEW MEXICO,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604023
H-400-24002-606604,VM FOODS INC,JOHN GISMONDI,NEW HAMPSHIRE,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-606604
H-400-24002-606597,VM FOODS INC,JOHN GISMONDI,NEW HAMPSHIRE,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-606597
H-400-24002-603315,"VNL, Inc.",Kirsten Corea,NEW JERSEY,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-603315
H-400-24002-606679,"Vogtscapes, Inc.",Stephanie Grattan,NEBRASKA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-606679
H-400-24002-602168,"VR Club, Inc.",Dawn Forrester,UTAH,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-602168
H-400-24002-605547,VTT Nantucket Inn LLC,Keith Pabian,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605547
H-400-24002-605560,VTT Nantucket Inn LLC,Keith Pabian,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605560
H-400-24002-605563,VTT Nantucket Inn LLC,Keith Pabian,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605563
H-400-24002-605551,VTT Nantucket Inn LLC,Keith Pabian,MASSACHUSETTS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-605551
H-400-24002-604300,W & W Dock, ,TEXAS,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604300
H-400-24003-610875,"W Landscapes, Inc.",Loan Huynh,MINNESOTA,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-610875
H-400-24002-606047,W. Scott Miller,James Judkins,NEW HAMPSHIRE,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-606047
H-400-24003-613409,WADE HAMPTON GOLF CLUB,PETER PETRINA,NORTH CAROLINA,B,https://seasonaljobs.dol.gov/jobs/H-400-24003-613409
H-400-24003-613400,WADE HAMPTON GOLF CLUB,PETER PETRINA,NORTH CAROLINA,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-613400
H-400-24003-613418,WADE HAMPTON GOLF CLUB,PETER PETRINA,NORTH CAROLINA,F,https://seasonaljobs.dol.gov/jobs/H-400-24003-613418
H-400-24002-607601,"Wade Shows, Inc.",James Judkins,MICHIGAN,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-607601
H-400-24002-607380,"Wade Shows, Inc.",James Judkins,MICHIGAN,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-607380
H-400-24002-607789,"Wagner & Company Landscape Construction, Inc",Taylor Hester,MONTANA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-607789
H-400-24004-616399,"WAKEFIELD COTTAGE, LLC",MATTHEW HARTNETT,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24004-616399
H-400-24003-610901,"Walden Company, Ltd.",Cooper Hufman,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-610901
H-400-24003-610880,"Walden Company, Ltd.",Cooper Hufman,OHIO,F,https://seasonaljobs.dol.gov/jobs/H-400-24003-610880
H-400-24002-606361,WALL DRUG STORE INC,JOHN GISMONDI,SOUTH DAKOTA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-606361
H-400-24002-606417,WALL DRUG STORE INC,JOHN GISMONDI,SOUTH DAKOTA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-606417
H-400-24002-606520,WALL DRUG STORE INC,JOHN GISMONDI,SOUTH DAKOTA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-606520
H-400-24002-604157,Walnut Creek Nursery,Cooper Hufman,INDIANA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604157
H-400-24002-603705,"Walnut Ridge Landscape & Design, Inc.",Jodi Ruis,INDIANA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-603705
H-400-24002-606339,WALSAN INC,JOHN GISMONDI,SOUTH DAKOTA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-606339
H-400-24002-606344,WALSAN INC,JOHN GISMONDI,SOUTH DAKOTA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606344
H-400-24003-610913,Wanick Construction Inc,Andrew Jackson,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24003-610913
H-400-24004-614794,Warner Landscaping LLC,Keven Stratton,UTAH,B,https://seasonaljobs.dol.gov/jobs/H-400-24004-614794
H-400-24002-604018,"Warren H. Boyer, Inc.",Jodi Ruis,MARYLAND,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604018
H-400-24003-613125,Warren Professional Services LLC,Edgar Ceniceros-Herrada,MISSOURI,F,https://seasonaljobs.dol.gov/jobs/H-400-24003-613125
H-400-24002-604568,"Wasatch Area Grounds Specialists, LLC.",Maritza Navarrete,UTAH,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604568
H-400-24002-604575,"Wasatch Water Features and Landscapes, LLC.",Maritza Navarrete,UTAH,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604575
H-400-24002-603207,"Wasco Nursery, Inc.",Hannah Reinke,ILLINOIS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-603207
H-400-24002-606221,Washington Plaza Hotel LLC,PAUL HAAR,DISTRICT OF COLUMBIA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606221
H-400-24002-606180,Washington Plaza Hotel LLC,PAUL HAAR,DISTRICT OF COLUMBIA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-606180
H-400-24004-616368,Water Cloud Irrigation LLC,Vanessa Garcia,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24004-616368
H-400-24002-605923,"Water Golf, Ltd",Caroline Mueller,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605923
H-400-24002-602037,WATERFALL ENTERPRISE INC,MAYDENE THOMPSON- GRANT,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602037
H-400-24002-607689,Waterfall Gardins Inc.,Craig McDougal,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-607689
H-400-24003-612178,Waterfront Restaurants LLC,Fernando Saenz,NEW JERSEY,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-612178
H-400-24003-612175,Waterfront Restaurants LLC,Fernando Saenz,NEW JERSEY,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-612175
H-400-24002-608648,Waterscape Landscaping,Erica Sanchez,UTAH,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-608648
H-400-24002-605191,"Watertown Lodging Associates, LLC",Holly Black,SOUTH DAKOTA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605191
H-400-24002-605200,"Watertown Lodging Group, LLC",Holly Black,SOUTH DAKOTA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605200
H-400-24002-605185,"Watertown Lodging Ventures, LLC",Holly Black,SOUTH DAKOTA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605185
H-400-24002-606151,Waterville Landscaping Inc,Vanessa Ryman,OHIO,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-606151
H-400-24003-610781,Waterwise Landscapes Inc,Amy Novak,COLORADO,B,https://seasonaljobs.dol.gov/jobs/H-400-24003-610781
H-400-24002-610157,Watson Pools Inc.,Taelor Fletcher,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-610157
H-400-24002-607728,Way to Go Painting LLC,Benjamin Wang,OREGON,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-607728
H-400-24002-607004,"Wayne Brothers, Inc.",Kyle Farmer,NORTH CAROLINA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-607004
H-400-24002-606990,"Wayne Brothers, Inc.",Kyle Farmer,SOUTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-606990
H-400-24002-606999,"Wayne Brothers, Inc.",Kyle Farmer,TENNESSEE,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606999
H-400-24002-608814,"Wayne Yancey, Inc.",Ashley Dees,TEXAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-608814
H-400-24002-606174,"WC Concessions, LLC.",James Judkins,PENNSYLVANIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-606174
H-400-24002-604315,"Weather Shield Mfg., Inc. - Ladysmith",Leonard D'Arrigo,WISCONSIN,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604315
H-400-24002-604323,"Weather Shield Mfg., Inc. - Ladysmith",Leonard D'Arrigo,WISCONSIN,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604323
H-400-24002-604357,"Weather Shield Mfg., Inc. - Medford",Leonard D'Arrigo,WISCONSIN,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604357
H-400-24002-604310,"Weather Shield Mfg., Inc. - Medford",Leonard D'Arrigo,WISCONSIN,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604310
H-400-24002-604346,"Weather Shield Mfg., Inc. - Park Falls",Leonard D'Arrigo,WISCONSIN,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604346
H-400-24002-604340,"Weather Shield Mfg., Inc. - Park Falls",Leonard D'Arrigo,WISCONSIN,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-604340
H-400-24002-607115,Weathercraft Company of North Platte,Stephanie Grattan,NEBRASKA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-607115
H-400-24002-606236,WEATHERVANE SEAFOODS INC,JOHN GISMONDI,MAINE,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-606236
H-400-24002-605932,Weaver Cement Inc.,Caroline Mueller,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605932
H-400-24004-614929,Weaver Management Group LLC, ,MISSISSIPPI,C,https://seasonaljobs.dol.gov/jobs/H-400-24004-614929
H-400-24002-603352,"Weaver Racing Stables, Inc. - Saratoga",Leonard D'Arrigo,NEW YORK,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-603352
H-400-24002-602758,"Webb Landscape, Inc.",Stacey Sphuler,IDAHO,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-602758
H-400-24004-617883,Webber Infra,Tristan Strong,FLORIDA,B,https://seasonaljobs.dol.gov/jobs/H-400-24004-617883
H-400-24002-603755,Webber Infra,Tristan Strong,GEORGIA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-603755
H-400-24003-614051,Webster Scale Inc.,ROBERT MCCUBBIN,SOUTH DAKOTA,B,https://seasonaljobs.dol.gov/jobs/H-400-24003-614051
H-400-24004-617951,Webster Scale Inc.,ROBERT MCCUBBIN,SOUTH DAKOTA,B,https://seasonaljobs.dol.gov/jobs/H-400-24004-617951
H-400-24003-613971,Webster Scale Inc.,ROBERT MCCUBBIN,SOUTH DAKOTA,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-613971
H-400-24003-611082,Wedgewood Golf & Country Club,Veronica Birkenstock,OHIO,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-611082
H-400-24002-608954,"Weed Control Services, LLC",Ashley Dees,LOUISIANA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-608954
H-400-24002-605618,"Weekapaug Inn Restaurant, LLC",Keith Pabian,RHODE ISLAND,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-605618
H-400-24002-605611,"Weekapaug Inn Restaurant, LLC",Keith Pabian,RHODE ISLAND,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-605611
H-400-24002-605623,"Weekapaug Inn Restaurant, LLC",Keith Pabian,RHODE ISLAND,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-605623
H-400-24002-605631,"Weekapaug Inn Restaurant, LLC",Keith Pabian,RHODE ISLAND,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605631
H-400-24002-605725,"Weeks Landscape Management, Inc.",Robert Kershaw,TEXAS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-605725
H-400-24002-605688,"Weeks Landscape Management, Inc.",Robert Kershaw,TEXAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605688
H-400-24002-602114,"Wehde Landscaping & Sod Farm, Inc.",Anita Cruz,MISSOURI,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-602114
H-400-24002-607750,"Weiland Coin Machines, Inc.",James Judkins,WISCONSIN,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-607750
H-400-24003-611457,"Weiner Stand, Inc.", ,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-611457
